Time (Sec),Analog Input 0,Analog Input 1
1.745,4.85,4.16
1.746,4.84,4.16
1.746,4.84,4.16
1.746,4.84,4.16
1.747,4.85,4.17
1.748,4.85,4.16
1.748,4.84,4.16
1.748,4.84,4.16
1.749,4.85,4.17
1.75,4.85,4.16
1.75,4.84,4.16
1.75,4.84,4.16
1.751,4.85,4.17
1.752,4.85,4.17
1.752,4.85,4.16
1.752,4.85,4.17
1.753,4.85,4.17
1.754,4.85,4.17
1.754,4.85,4.17
1.754,4.85,4.17
1.755,4.78,3.97
1.756,4.69,3.88
1.756,4.64,3.81
1.756,4.59,3.74
1.757,4.55,3.69
1.758,4.51,3.64
1.758,4.47,3.59
1.758,4.44,3.55
1.759,4.41,3.51
1.76,4.38,3.47
1.76,4.35,3.43
1.76,4.32,3.39
1.761,4.29,3.35
1.762,4.26,3.32
1.762,4.24,3.29
1.762,4.21,3.25
1.763,4.18,3.22
1.764,4.16,3.19
1.764,4.14,3.17
1.764,4.12,3.14
1.765,4.11,3.13
1.766,4.1,3.1
1.766,4.08,3.08
1.766,4.07,3.07
1.767,4.07,3.06
1.768,4.07,3.05
1.768,4.07,3.05
1.768,4.07,3.04
1.769,4.07,3.04
1.77,4.08,3.03
1.77,4.01,2.86
1.77,4.01,2.87
1.771,4.03,2.88
1.772,4.06,2.9
1.772,4.06,2.9
1.772,4.07,2.91
1.773,4.08,2.92
1.774,4.09,2.92
1.774,4.1,2.93
1.774,4.11,2.94
1.775,4.12,2.95
1.776,4.12,2.94
1.776,4.11,2.94
1.776,4.11,2.95
1.777,4.13,3.0
1.778,4.28,3.2
1.778,4.48,3.43
1.778,4.62,3.63
1.779,4.72,3.8
1.78,4.77,3.88
1.78,4.79,3.94
1.78,4.8,3.97
1.781,4.81,4.01
1.782,4.82,4.03
1.782,4.82,4.05
1.782,4.83,4.06
1.783,4.83,4.08
1.784,4.83,4.09
1.784,4.84,4.09
1.784,4.84,4.1
1.785,4.85,4.16
1.786,4.84,4.16
1.786,4.85,4.17
1.786,4.85,4.16
1.787,4.84,4.16
1.788,4.84,4.16
1.788,4.85,4.17
1.788,4.86,4.18
1.789,4.85,4.17
1.79,4.84,4.16
1.79,4.84,4.16
1.79,4.85,4.18
1.791,4.85,4.18
1.792,4.86,4.18
1.792,4.85,4.18
1.792,4.85,4.18
1.793,4.85,4.18
1.794,4.85,4.18
1.794,4.85,4.18
1.794,4.85,4.18
1.795,4.85,4.18
1.796,4.85,4.18
1.796,4.85,4.18
1.796,4.86,4.18
1.797,4.85,4.18
1.798,4.85,4.18
1.798,4.85,4.18
1.798,4.85,4.17
1.799,4.85,4.17
1.8,4.85,4.17
1.8,4.85,4.17
1.8,4.84,4.17
1.801,4.84,4.17
1.802,4.85,4.18
1.802,4.86,4.17
1.802,4.85,4.17
1.803,4.85,4.17
1.804,4.85,4.17
1.804,4.85,4.17
1.804,4.84,4.16
1.805,4.84,4.17
1.806,4.86,4.19
1.806,4.86,4.18
1.806,4.85,4.17
1.807,4.84,4.17
1.808,4.85,4.18
1.808,4.86,4.18
1.808,4.85,4.18
1.809,4.85,4.18
1.81,4.85,4.18
1.81,4.85,4.18
1.81,4.85,4.19
1.811,4.85,4.19
1.812,4.85,4.18
1.812,4.85,4.18
1.812,4.85,4.18
1.813,4.85,4.18
1.814,4.86,4.19
1.814,4.85,4.18
1.815,4.86,4.19
1.815,4.14,3.09
1.816,4.14,3.08
1.816,4.13,3.07
1.817,4.12,3.05
1.817,4.1,3.04
1.818,4.09,3.02
1.818,4.08,3.0
1.819,4.06,2.99
1.819,4.05,2.96
1.82,4.03,2.95
1.82,4.02,2.94
1.821,4.01,2.92
1.821,4.0,2.91
1.822,3.98,2.9
1.822,3.98,2.9
1.823,3.99,2.9
1.823,3.99,2.89
1.824,3.99,2.88
1.824,3.99,2.88
1.825,4.0,2.89
1.825,4.01,2.89
1.826,4.01,2.9
1.826,4.03,2.91
1.827,4.04,2.91
1.827,4.06,2.92
1.828,4.07,2.93
1.828,4.08,2.94
1.829,4.09,2.94
1.829,4.1,2.95
1.83,4.1,2.96
1.83,4.84,4.1
1.831,4.84,4.11
1.831,4.84,4.12
1.832,4.84,4.12
1.832,4.84,4.13
1.833,4.85,4.13
1.833,4.84,4.14
1.834,4.85,4.15
1.834,4.85,4.15
1.835,4.85,4.14
1.835,4.84,4.14
1.836,4.85,4.16
1.836,4.85,4.15
1.837,4.84,4.15
1.837,4.85,4.16
1.838,4.85,4.16
1.838,4.85,4.15
1.839,4.84,4.15
1.839,4.84,4.16
1.84,4.86,4.17
1.84,4.86,4.17
1.841,4.86,4.17
1.841,4.85,4.16
1.842,4.85,4.16
1.842,4.85,4.16
1.843,4.85,4.16
1.843,4.85,4.17
1.844,4.85,4.17
1.844,4.85,4.17
1.845,4.85,4.17
1.845,4.85,4.18
1.846,4.85,4.17
1.846,4.85,4.18
1.847,4.85,4.18
1.847,4.85,4.18
1.848,4.85,4.18
1.848,4.85,4.18
1.849,4.85,4.18
1.849,4.85,4.18
1.85,4.85,4.19
1.85,4.85,4.19
1.851,4.86,4.19
1.851,4.85,4.18
1.852,4.85,4.18
1.852,4.85,4.18
1.853,4.85,4.18
1.853,4.85,4.18
1.854,4.85,4.18
1.854,4.85,4.18
1.855,4.85,4.18
1.855,4.85,4.18
1.856,4.84,4.17
1.856,4.84,4.18
1.857,4.86,4.19
1.857,4.86,4.18
1.857,4.85,4.17
1.858,4.84,4.17
1.859,4.85,4.17
1.859,4.85,4.17
1.859,4.85,4.18
1.86,4.85,4.18
1.861,4.85,4.18
1.861,4.85,4.17
1.861,4.85,4.17
1.862,4.79,4.0
1.863,4.72,3.9
1.863,4.65,3.82
1.863,4.59,3.75
1.864,4.54,3.69
1.865,4.5,3.63
1.865,4.46,3.58
1.865,4.42,3.54
1.866,4.4,3.5
1.867,4.38,3.48
1.867,4.36,3.44
1.867,4.34,3.41
1.868,4.31,3.38
1.869,4.29,3.36
1.869,4.28,3.33
1.869,4.27,3.31
1.87,4.25,3.28
1.871,4.22,3.25
1.871,4.21,3.23
1.871,4.2,3.22
1.872,4.19,3.19
1.873,4.16,3.16
1.873,4.14,3.14
1.873,4.12,3.11
1.874,4.1,3.09
1.875,4.08,3.06
1.875,4.05,2.92
1.875,4.03,2.9
1.876,4.03,2.89
1.877,4.01,2.87
1.877,4.0,2.86
1.877,3.99,2.84
1.878,3.98,2.84
1.879,3.98,2.83
1.879,3.97,2.83
1.879,3.97,2.82
1.88,3.97,2.82
1.881,3.98,2.83
1.881,3.99,2.83
1.881,3.99,2.83
1.882,4.0,2.84
1.883,4.01,2.85
1.883,4.02,2.86
1.883,4.03,2.86
1.884,4.04,2.87
1.885,4.05,2.88
1.885,4.06,2.89
1.885,4.08,2.96
1.886,4.26,3.18
1.887,4.47,3.43
1.887,4.64,3.66
1.887,4.73,3.81
1.888,4.77,3.89
1.889,4.79,3.95
1.889,4.81,3.99
1.889,4.82,4.02
1.89,4.85,4.17
1.891,4.85,4.16
1.891,4.85,4.17
1.891,4.86,4.18
1.892,4.85,4.17
1.893,4.85,4.17
1.893,4.85,4.16
1.893,4.85,4.16
1.894,4.84,4.16
1.895,4.84,4.16
1.895,4.84,4.16
1.895,4.84,4.16
1.896,4.84,4.16
1.897,4.84,4.16
1.897,4.85,4.16
1.897,4.85,4.16
1.898,4.84,4.16
1.899,4.84,4.16
1.899,4.85,4.16
1.899,4.85,4.16
1.9,4.84,4.16
1.901,4.84,4.16
1.901,4.84,4.17
1.901,4.85,4.17
1.902,4.85,4.16
1.903,4.84,4.16
1.903,4.84,4.17
1.903,4.86,4.18
1.904,4.86,4.18
1.905,4.85,4.17
1.905,4.86,4.18
1.905,4.85,4.17
1.906,4.85,4.17
1.907,4.85,4.18
1.907,4.85,4.18
1.907,4.85,4.18
1.908,4.85,4.18
1.909,4.85,4.18
1.909,4.85,4.18
1.909,4.85,4.18
1.91,4.86,4.18
1.911,4.85,4.17
1.911,4.85,4.17
1.911,4.85,4.17
1.912,4.85,4.17
1.913,4.85,4.16
1.913,4.85,4.17
1.913,4.85,4.16
1.914,4.84,4.16
1.915,4.84,4.16
1.915,4.85,4.17
1.915,4.85,4.16
1.916,4.84,4.16
1.917,4.84,4.16
1.917,4.85,4.17
1.917,4.85,4.16
1.918,4.85,4.16
1.919,4.84,4.16
1.919,4.84,4.17
1.919,4.86,4.18
1.92,4.09,3.09
1.921,4.09,3.08
1.921,4.1,3.08
1.921,4.11,3.08
1.922,4.11,3.08
1.923,4.12,3.07
1.923,4.12,3.07
1.923,4.12,3.07
1.924,4.13,3.07
1.925,4.13,3.07
1.925,4.14,3.07
1.925,4.14,3.07
1.926,4.14,3.06
1.927,4.13,3.04
1.927,4.13,3.04
1.927,4.12,3.03
1.928,4.11,3.02
1.929,4.1,3.0
1.929,4.1,3.0
1.929,4.09,2.98
1.93,4.07,2.96
1.931,4.04,2.94
1.931,4.03,2.92
1.931,4.02,2.92
1.932,4.01,2.9
1.933,4.0,2.88
1.933,3.98,2.87
1.933,3.97,2.86
1.934,3.97,2.86
1.935,3.99,2.87
1.935,4.76,3.87
1.935,4.79,3.92
1.936,4.79,3.96
1.937,4.8,3.99
1.937,4.81,4.02
1.938,4.82,4.04
1.938,4.82,4.05
1.939,4.83,4.07
1.939,4.83,4.08
1.94,4.84,4.09
1.94,4.83,4.1
1.941,4.84,4.11
1.941,4.84,4.12
1.942,4.85,4.12
1.942,4.84,4.12
1.943,4.84,4.13
1.943,4.84,4.13
1.944,4.84,4.14
1.944,4.84,4.14
1.945,4.85,4.14
1.945,4.84,4.14
1.946,4.84,4.14
1.946,4.84,4.14
1.947,4.84,4.14
1.947,4.84,4.15
1.948,4.86,4.15
1.948,4.84,4.13
1.949,4.83,4.15
1.949,4.85,4.15
1.95,4.85,4.15
1.95,4.84,4.15
1.951,4.84,4.15
1.951,4.85,4.15
1.952,4.85,4.15
1.952,4.84,4.15
1.953,4.84,4.15
1.953,4.84,4.15
1.954,4.85,4.15
1.954,4.84,4.15
1.955,4.85,4.15
1.955,4.83,4.14
1.956,4.84,4.16
1.956,4.85,4.16
1.957,4.84,4.15
1.957,4.85,4.16
1.958,4.85,4.16
1.958,4.85,4.16
1.959,4.84,4.16
1.959,4.84,4.16
1.96,4.85,4.16
1.96,4.85,4.16
1.961,4.85,4.16
1.961,4.85,4.16
1.962,4.85,4.17
1.962,4.85,4.16
1.963,4.85,4.16
1.963,4.84,4.16
1.964,4.85,4.17
1.964,4.84,4.15
1.965,4.84,4.16
1.965,4.85,4.16
1.966,4.85,4.16
1.966,4.85,4.16
1.967,4.85,4.16
1.967,4.84,4.16
1.968,4.85,4.16
1.968,4.85,4.16
1.969,4.84,4.16
1.969,4.84,4.15
1.97,4.84,4.15
1.97,4.84,4.15
1.971,4.84,4.16
1.971,4.83,4.03
1.972,4.73,3.91
1.972,4.65,3.82
1.973,4.6,3.74
1.973,4.54,3.68
1.974,4.49,3.62
1.974,4.46,3.57
1.975,4.41,3.52
1.975,4.38,3.48
1.976,4.35,3.45
1.976,4.33,3.41
1.977,4.31,3.39
1.977,4.3,3.36
1.978,4.28,3.34
1.978,4.27,3.32
1.979,4.26,3.3
1.979,4.25,3.28
1.98,4.25,3.27
1.98,4.07,2.95
1.981,4.08,2.95
1.981,4.09,2.96
1.982,4.09,2.96
1.982,4.1,2.97
1.983,4.11,2.96
1.983,4.1,2.96
1.984,4.1,2.96
1.984,4.1,2.95
1.984,4.09,2.94
1.985,4.08,2.92
1.986,4.08,2.92
1.986,4.06,2.9
1.986,4.04,2.88
1.987,4.04,2.88
1.988,4.02,2.86
1.988,4.01,2.83
1.988,3.99,2.84
1.989,3.99,2.83
1.99,3.98,2.82
1.99,3.98,2.81
1.99,3.97,2.81
1.991,3.97,2.8
1.992,3.98,2.81
1.992,3.98,2.81
1.992,3.98,2.82
1.993,4.0,2.82
1.994,4.01,2.84
1.994,4.11,3.03
1.994,4.35,3.28
1.995,4.83,4.13
1.996,4.84,4.14
1.996,4.84,4.13
1.996,4.84,4.14
1.997,4.84,4.14
1.998,4.84,4.14
1.998,4.84,4.14
1.998,4.84,4.15
1.999,4.85,4.15
2.0,4.84,4.15
2.0,4.85,4.15
2.001,4.85,4.15
2.001,4.84,4.15
2.002,4.84,4.15
2.002,4.84,4.15
2.002,4.85,4.15
2.003,4.84,4.15
2.003,4.84,4.15
2.004,4.84,4.15
2.005,4.84,4.14
2.005,4.84,4.15
2.006,4.84,4.15
2.006,4.84,4.15
2.006,4.84,4.15
2.007,4.84,4.14
2.007,4.84,4.14
2.008,4.84,4.15
2.009,4.84,4.14
2.009,4.84,4.14
2.01,4.84,4.14
2.01,4.84,4.15
2.01,4.84,4.15
2.011,4.84,4.14
2.011,4.84,4.14
2.012,4.84,4.15
2.013,4.84,4.14
2.013,4.84,4.15
2.014,4.84,4.15
2.014,4.84,4.15
2.014,4.84,4.15
2.015,4.84,4.15
2.015,4.84,4.15
2.016,4.84,4.16
2.017,4.85,4.16
2.017,4.85,4.16
2.018,4.84,4.15
2.018,4.84,4.15
2.018,4.85,4.16
2.019,4.85,4.16
2.019,4.85,4.16
2.02,4.84,4.16
2.021,4.84,4.16
2.021,4.84,4.16
2.022,4.84,4.15
2.022,4.84,4.16
2.022,4.85,4.16
2.023,4.85,4.15
2.023,4.84,4.15
2.024,4.84,4.15
2.025,4.84,4.15
2.025,4.22,3.24
2.026,4.19,3.21
2.026,4.17,3.17
2.026,4.14,3.14
2.027,4.11,3.11
2.027,4.09,3.1
2.028,4.08,3.07
2.029,4.07,3.06
2.029,4.06,3.04
2.03,4.05,3.03
2.03,4.05,3.02
2.03,4.05,3.01
2.031,4.04,3.0
2.031,4.05,3.0
2.032,4.06,3.0
2.033,4.06,3.0
2.033,4.06,3.0
2.034,4.07,3.0
2.034,4.08,3.0
2.034,4.09,3.01
2.035,4.1,3.01
2.035,4.11,3.01
2.036,4.11,3.01
2.037,4.11,3.02
2.037,4.12,3.01
2.038,4.12,3.01
2.038,4.11,3.0
2.038,4.11,3.0
2.039,4.11,2.99
2.039,4.1,2.98
2.04,4.12,2.95
2.041,4.2,3.1
2.041,4.4,3.33
2.042,4.56,3.54
2.042,4.67,3.72
2.042,4.74,3.82
2.043,4.77,3.89
2.043,4.79,3.94
2.044,4.8,3.97
2.045,4.81,4.0
2.045,4.81,4.01
2.046,4.81,4.03
2.046,4.82,4.04
2.046,4.83,4.06
2.047,4.82,4.06
2.047,4.82,4.07
2.048,4.83,4.09
2.049,4.84,4.1
2.049,4.83,4.09
2.05,4.82,4.09
2.05,4.82,4.1
2.05,4.84,4.11
2.051,4.84,4.12
2.051,4.83,4.11
2.052,4.83,4.12
2.053,4.84,4.13
2.053,4.85,4.14
2.054,4.85,4.13
2.054,4.84,4.13
2.054,4.83,4.13
2.055,4.84,4.15
2.055,4.85,4.15
2.056,4.85,4.16
2.057,4.84,4.16
2.057,4.85,4.16
2.058,4.85,4.16
2.058,4.84,4.15
2.058,4.85,4.16
2.059,4.84,4.15
2.059,4.83,4.14
2.06,4.84,4.15
2.061,4.84,4.15
2.061,4.85,4.15
2.062,4.85,4.15
2.062,4.84,4.15
2.062,4.84,4.15
2.063,4.84,4.15
2.063,4.84,4.15
2.064,4.84,4.14
2.065,4.83,4.14
2.065,4.83,4.14
2.066,4.84,4.14
2.066,4.83,4.14
2.067,4.84,4.14
2.067,4.84,4.14
2.067,4.84,4.15
2.068,4.85,4.15
2.069,4.84,4.15
2.069,4.84,4.15
2.07,4.84,4.16
2.07,4.84,4.15
2.071,4.84,4.15
2.071,4.84,4.15
2.071,4.85,4.16
2.072,4.85,4.15
2.073,4.84,4.16
2.073,4.85,4.16
2.074,4.85,4.16
2.074,4.85,4.16
2.075,4.84,4.16
2.075,4.85,4.16
2.075,4.85,4.16
2.076,4.85,4.16
2.077,4.84,4.15
2.077,4.83,4.15
2.078,4.84,4.16
2.078,4.84,4.11
2.079,4.77,3.97
2.079,4.69,3.86
2.079,4.63,3.79
2.08,4.57,3.71
2.081,4.52,3.65
2.081,4.48,3.59
2.082,4.43,3.54
2.082,4.38,3.48
2.083,4.34,3.44
2.083,4.32,3.4
2.083,4.29,3.37
2.084,4.26,3.33
2.085,4.23,3.3
2.085,4.0,2.9
2.086,4.0,2.89
2.086,3.99,2.89
2.087,3.99,2.88
2.087,4.0,2.88
2.087,4.01,2.89
2.088,4.01,2.89
2.089,4.02,2.89
2.089,4.03,2.9
2.09,4.04,2.91
2.09,4.06,2.92
2.091,4.07,2.93
2.091,4.09,2.94
2.091,4.09,2.94
2.092,4.1,2.95
2.093,4.11,2.96
2.093,4.12,2.96
2.094,4.12,2.96
2.094,4.13,2.97
2.095,4.13,2.96
2.095,4.12,2.96
2.095,4.12,2.95
2.096,4.1,2.94
2.097,4.1,2.93
2.097,4.09,2.92
2.098,4.09,2.91
2.098,4.08,2.92
2.099,4.16,3.08
2.099,4.37,3.32
2.099,4.56,3.55
2.1,4.84,4.15
2.101,4.84,4.14
2.101,4.84,4.15
2.102,4.84,4.15
2.102,4.84,4.14
2.103,4.84,4.15
2.103,4.84,4.15
2.103,4.84,4.15
2.104,4.84,4.15
2.105,4.84,4.15
2.105,4.84,4.15
2.106,4.84,4.15
2.106,4.84,4.15
2.107,4.84,4.15
2.107,4.85,4.16
2.107,4.85,4.16
2.108,4.85,4.16
2.109,4.84,4.15
2.109,4.85,4.16
2.11,4.85,4.17
2.11,4.85,4.16
2.111,4.84,4.16
2.111,4.85,4.17
2.111,4.85,4.17
2.112,4.85,4.17
2.112,4.85,4.16
2.113,4.84,4.16
2.114,4.85,4.16
2.114,4.84,4.16
2.115,4.84,4.16
2.115,4.85,4.17
2.115,4.85,4.17
2.116,4.85,4.17
2.116,4.85,4.17
2.117,4.85,4.17
2.118,4.85,4.17
2.118,4.85,4.17
2.119,4.85,4.16
2.119,4.84,4.16
2.119,4.84,4.16
2.12,4.85,4.16
2.12,4.84,4.16
2.121,4.85,4.16
2.122,4.85,4.16
2.122,4.85,4.16
2.123,4.85,4.16
2.123,4.84,4.16
2.123,4.85,4.17
2.124,4.85,4.17
2.124,4.85,4.16
2.125,4.84,4.17
2.126,4.85,4.17
2.126,4.85,4.17
2.127,4.85,4.17
2.127,4.85,4.16
2.127,4.85,4.17
2.128,4.85,4.18
2.128,4.85,4.18
2.129,4.85,4.17
2.13,4.84,4.18
2.13,4.19,3.19
2.131,4.19,3.18
2.131,4.18,3.17
2.131,4.18,3.16
2.132,4.18,3.15
2.132,4.17,3.14
2.133,4.16,3.13
2.134,4.16,3.12
2.134,4.15,3.1
2.135,4.14,3.09
2.135,4.13,3.07
2.135,4.11,3.05
2.136,4.1,3.04
2.136,4.08,3.02
2.137,4.07,3.0
2.138,4.06,2.98
2.138,4.03,2.96
2.139,4.02,2.94
2.139,4.01,2.93
2.139,4.0,2.92
2.14,4.0,2.91
2.14,3.99,2.9
2.141,3.99,2.9
2.142,3.99,2.9
2.142,4.0,2.9
2.143,4.0,2.9
2.143,4.01,2.9
2.143,4.02,2.9
2.144,4.03,2.91
2.144,4.04,2.92
2.145,4.62,3.62
2.146,4.72,3.78
2.146,4.76,3.87
2.147,4.78,3.93
2.147,4.8,3.97
2.147,4.81,4.0
2.148,4.81,4.03
2.148,4.82,4.05
2.149,4.83,4.07
2.15,4.83,4.09
2.15,4.84,4.1
2.151,4.84,4.1
2.151,4.83,4.11
2.151,4.84,4.12
2.152,4.84,4.12
2.152,4.84,4.13
2.153,4.84,4.13
2.154,4.84,4.13
2.154,4.84,4.13
2.155,4.84,4.13
2.155,4.85,4.14
2.155,4.84,4.14
2.156,4.84,4.14
2.156,4.84,4.14
2.157,4.84,4.14
2.158,4.84,4.15
2.158,4.84,4.15
2.159,4.84,4.15
2.159,4.84,4.15
2.159,4.84,4.15
2.16,4.85,4.16
2.16,4.84,4.16
2.161,4.83,4.16
2.162,4.84,4.16
2.162,4.85,4.16
2.163,4.84,4.17
2.163,4.84,4.16
2.163,4.84,4.16
2.164,4.84,4.17
2.164,4.85,4.17
2.165,4.85,4.17
2.166,4.84,4.17
2.166,4.84,4.17
2.167,4.85,4.19
2.167,4.86,4.18
2.167,4.85,4.18
2.168,4.84,4.17
2.168,4.84,4.18
2.169,4.85,4.18
2.17,4.85,4.18
2.17,4.85,4.17
2.171,4.84,4.17
2.171,4.85,4.18
2.171,4.85,4.17
2.172,4.84,4.17
2.172,4.85,4.18
2.173,4.85,4.17
2.174,4.84,4.17
2.174,4.84,4.17
2.175,4.84,4.17
2.175,4.86,4.18
2.175,4.84,4.16
2.176,4.83,4.16
2.176,4.84,4.17
2.177,4.84,4.16
2.178,4.84,4.16
2.178,4.84,4.16
2.179,4.84,4.17
2.179,4.84,4.17
2.179,4.84,4.17
2.18,4.84,4.17
2.18,4.84,4.17
2.181,4.85,4.17
2.182,4.84,4.06
2.182,4.74,3.94
2.183,4.68,3.85
2.183,4.62,3.78
2.183,4.57,3.71
2.184,4.52,3.66
2.184,4.49,3.61
2.185,4.45,3.57
2.186,4.42,3.53
2.186,4.4,3.49
2.187,4.37,3.46
2.187,4.35,3.43
2.188,4.33,3.4
2.188,4.31,3.37
2.188,4.29,3.34
2.189,4.27,3.31
2.19,4.25,3.29
2.19,4.11,3.0
2.191,4.12,3.0
2.191,4.12,2.99
2.192,4.1,2.97
2.192,4.08,2.96
2.192,4.08,2.95
2.193,4.07,2.94
2.194,4.05,2.92
2.194,4.03,2.9
2.195,4.02,2.88
2.195,4.01,2.88
2.196,4.0,2.86
2.196,3.99,2.85
2.196,3.98,2.84
2.197,3.99,2.84
2.198,3.99,2.84
2.198,3.98,2.83
2.199,3.98,2.84
2.199,3.99,2.84
2.2,3.99,2.84
2.2,4.0,2.84
2.2,4.01,2.85
2.201,4.02,2.86
2.202,4.03,2.87
2.202,4.05,2.87
2.203,4.05,2.89
2.203,4.06,2.89
2.204,4.08,2.9
2.204,4.08,2.91
2.204,4.09,2.91
2.205,4.85,4.15
2.206,4.84,4.15
2.206,4.83,4.16
2.207,4.85,4.17
2.207,4.86,4.18
2.208,4.86,4.17
2.208,4.84,4.16
2.208,4.84,4.16
2.209,4.84,4.16
2.21,4.85,4.17
2.21,4.84,4.16
2.211,4.84,4.16
2.211,4.84,4.16
2.212,4.85,4.16
2.212,4.84,4.16
2.212,4.84,4.16
2.213,4.84,4.16
2.214,4.84,4.16
2.214,4.84,4.16
2.215,4.84,4.16
2.215,4.85,4.16
2.216,4.85,4.16
2.216,4.84,4.16
2.216,4.84,4.16
2.217,4.84,4.16
2.218,4.84,4.16
2.218,4.85,4.16
2.219,4.85,4.16
2.219,4.85,4.16
2.22,4.84,4.17
2.22,4.84,4.16
2.22,4.84,4.17
2.221,4.84,4.18
2.222,4.85,4.17
2.222,4.84,4.17
2.223,4.84,4.17
2.223,4.85,4.18
2.224,4.86,4.18
2.224,4.85,4.17
2.224,4.84,4.17
2.225,4.84,4.18
2.226,4.85,4.18
2.226,4.85,4.17
2.227,4.84,4.18
2.227,4.85,4.18
2.228,4.85,4.18
2.228,4.85,4.18
2.228,4.85,4.17
2.229,4.84,4.17
2.23,4.84,4.17
2.23,4.84,4.17
2.231,4.84,4.17
2.231,4.84,4.17
2.232,4.85,4.17
2.232,4.84,4.16
2.232,4.84,4.17
2.233,4.84,4.17
2.234,4.85,4.17
2.234,4.84,4.17
2.235,4.84,4.16
2.235,4.23,3.3
2.236,4.2,3.27
2.236,4.18,3.24
2.236,4.17,3.22
2.237,4.15,3.2
2.238,4.14,3.18
2.238,4.14,3.17
2.239,4.13,3.15
2.239,4.12,3.14
2.24,4.14,3.14
2.24,4.14,3.13
2.24,4.13,3.12
2.241,4.13,3.12
2.241,4.14,3.12
2.242,4.15,3.11
2.243,4.15,3.11
2.243,4.15,3.1
2.244,4.15,3.1
2.244,4.15,3.09
2.244,4.15,3.08
2.245,4.14,3.07
2.245,4.13,3.06
2.246,4.13,3.06
2.247,4.12,3.04
2.247,4.11,3.03
2.248,4.1,3.01
2.248,4.08,2.99
2.248,4.06,2.98
2.249,4.05,2.96
2.249,4.04,2.94
2.25,4.03,2.87
2.251,4.02,2.85
2.251,4.01,2.84
2.252,4.0,2.83
2.252,4.0,2.9
2.252,4.21,3.14
2.253,4.45,3.4
2.253,4.61,3.62
2.254,4.72,3.78
2.255,4.76,3.87
2.255,4.78,3.93
2.256,4.8,3.98
2.256,4.83,4.01
2.256,4.82,4.03
2.257,4.81,4.05
2.257,4.82,4.07
2.258,4.84,4.09
2.259,4.84,4.09
2.259,4.83,4.1
2.26,4.84,4.11
2.26,4.84,4.12
2.26,4.84,4.13
2.261,4.84,4.13
2.261,4.84,4.14
2.262,4.85,4.14
2.263,4.85,4.14
2.263,4.84,4.14
2.264,4.85,4.15
2.264,4.85,4.15
2.264,4.85,4.16
2.265,4.87,4.18
2.265,4.85,4.17
2.266,4.85,4.17
2.267,4.85,4.17
2.267,4.85,4.18
2.268,4.86,4.18
2.268,4.86,4.17
2.268,4.85,4.17
2.269,4.85,4.17
2.269,4.85,4.17
2.27,4.85,4.16
2.271,4.85,4.17
2.271,4.85,4.16
2.272,4.85,4.16
2.272,4.84,4.17
2.272,4.86,4.18
2.273,4.86,4.18
2.273,4.85,4.17
2.274,4.84,4.16
2.275,4.84,4.16
2.275,4.84,4.17
2.276,4.85,4.17
2.276,4.85,4.17
2.276,4.84,4.17
2.277,4.85,4.17
2.277,4.85,4.17
2.278,4.85,4.18
2.279,4.85,4.18
2.279,4.85,4.17
2.28,4.85,4.18
2.28,4.85,4.18
2.28,4.85,4.18
2.281,4.85,4.18
2.281,4.85,4.18
2.282,4.86,4.18
2.283,4.85,4.18
2.283,4.85,4.18
2.284,4.86,4.11
2.284,4.77,3.97
2.284,4.69,3.87
2.285,4.63,3.8
2.285,4.57,3.72
2.286,4.53,3.67
2.287,4.49,3.61
2.287,4.44,3.55
2.288,4.38,3.49
2.288,4.35,3.45
2.288,4.32,3.41
2.289,4.28,3.36
2.289,4.24,3.33
2.29,4.22,3.3
2.291,4.2,3.26
2.291,4.18,3.23
2.292,4.16,3.21
2.292,4.15,3.19
2.292,4.14,3.18
2.293,4.13,3.16
2.293,4.13,3.15
2.294,4.12,3.14
2.295,4.13,3.13
2.295,3.99,2.87
2.296,4.0,2.88
2.296,4.02,2.88
2.296,4.03,2.89
2.297,4.04,2.9
2.297,4.05,2.9
2.298,4.06,2.91
2.299,4.07,2.92
2.299,4.07,2.92
2.3,4.08,2.93
2.3,4.09,2.93
2.3,4.1,2.93
2.301,4.09,2.93
2.301,4.09,2.92
2.302,4.08,2.92
2.303,4.09,2.93
2.303,4.08,2.91
2.304,4.07,2.9
2.304,4.05,2.89
2.304,4.05,2.87
2.305,4.03,2.86
2.305,4.01,2.84
2.306,4.0,2.83
2.307,3.99,2.82
2.307,3.98,2.81
2.308,3.97,2.8
2.308,3.96,2.79
2.308,3.96,2.79
2.309,3.96,2.79
2.309,3.96,2.79
2.31,4.85,4.12
2.311,4.85,4.13
2.311,4.84,4.13
2.312,4.84,4.13
2.312,4.84,4.14
2.312,4.85,4.14
2.313,4.85,4.14
2.313,4.85,4.14
2.314,4.85,4.15
2.315,4.85,4.15
2.315,4.85,4.15
2.316,4.84,4.15
2.316,4.85,4.15
2.317,4.85,4.16
2.317,4.85,4.17
2.317,4.86,4.16
2.318,4.85,4.16
2.319,4.84,4.15
2.319,4.84,4.16
2.32,4.85,4.18
2.32,4.86,4.17
2.321,4.85,4.16
2.321,4.85,4.16
2.321,4.84,4.16
2.322,4.85,4.17
2.323,4.86,4.17
2.323,4.85,4.16
2.324,4.85,4.16
2.324,4.85,4.16
2.325,4.85,4.16
2.325,4.85,4.17
2.325,4.85,4.16
2.326,4.85,4.17
2.327,4.85,4.17
